-3.5		0		0		0		0
-3.49		1.6088e-06		9.34449e-06		3.55585e-05		0.000105661
-3.48		3.2215e-06		1.8709e-05		7.11828e-05		0.000211487
-3.47		4.31816e-06		2.48152e-05		9.44437e-05		0.000280686
-3.46		5.42511e-06		3.09735e-05		0.000117875		0.00035031
-3.45		6.54491e-06		3.71961e-05		0.000141517		0.000420459
-3.44		7.68013e-06		4.34956e-05		0.000165411		0.000491233
-3.43		8.83333e-06		4.98843e-05		0.000189596		0.000562729
-3.42		1.00071e-05		5.63746e-05		0.000214112		0.000635045
-3.41		1.1204e-05		6.29788e-05		0.000238998		0.000708277
-3.4		1.24266e-05		6.97095e-05		0.000264296		0.00078252
-3.39		1.36776e-05		7.65791e-05		0.000290043		0.00085787
-3.38		1.49596e-05		8.36003e-05		0.000316281		0.000934419
-3.37		1.62754e-05		9.07858e-05		0.000343048		0.00101226
-3.36		1.76276e-05		9.81484e-05		0.000370385		0.00109149
-3.35		1.9019e-05		0.000105701		0.000398332		0.00117221
-3.34		2.04526e-05		0.000113457		0.000426929		0.00125449
-3.33		2.19311e-05		0.000121429		0.000456218		0.00133845
-3.32		2.34575e-05		0.000129632		0.000486238		0.00142416
-3.31		2.50348e-05		0.000138078		0.000517032		0.00151172
-3.3		2.66661e-05		0.000146782		0.00054864		0.00160123
-3.29		2.83545e-05		0.000155757		0.000581107		0.00169278
-3.28		3.01033e-05		0.00016502		0.000614473		0.00178646
-3.27		3.19158e-05		0.000174583		0.000648783		0.00188236
-3.26		3.37953e-05		0.000184462		0.000684079		0.00198058
-3.25		3.57453e-05		0.000194674		0.000720407		0.00208122
-3.24		3.77695e-05		0.000205232		0.000757811		0.00218436
-3.23		3.98715e-05		0.000216154		0.000796337		0.0022901
-3.22		4.20551e-05		0.000227455		0.000836031		0.00239853
-3.21		4.43241e-05		0.000239153		0.00087694		0.00250975
-3.2		4.66827e-05		0.000251264		0.000919112		0.00262386
-3.19		4.91349e-05		0.000263807		0.000962594		0.00274095
-3.18		5.16851e-05		0.000276799		0.00100744		0.00286112
-3.17		5.43375e-05		0.000290258		0.00105369		0.00298446
-3.16		5.70967e-05		0.000304204		0.0011014		0.00311108
-3.15		5.99674e-05		0.000318656		0.00115063		0.00324106
-3.14		6.29544e-05		0.000333633		0.00120141		0.00337451
-3.13		6.60627e-05		0.000349156		0.00125382		0.00351153
-3.12		6.92973e-05		0.000365246		0.0013079		0.0036522
-3.11		7.26636e-05		0.000381924		0.0013637		0.00379664
-3.1		7.61669e-05		0.000399212		0.00142129		0.00394494
-3.09		7.9813e-05		0.000417132		0.00148071		0.0040972
-3.08		8.36075e-05		0.000435707		0.00154204		0.00425352
-3.07		8.75566e-05		0.000454961		0.00160531		0.004414
-3.06		9.16663e-05		0.000474917		0.00167061		0.00457874
-3.05		9.5943e-05		0.000495602		0.00173797		0.00474784
-3.04		0.000100393		0.000517039		0.00180748		0.0049214
